time_s,max_C,argmax_index,argmax_coordinate_cm,argmax_xi,center_C,surface_C,event_value
59358.0,0.14954994878600986,0,0.0,0.0,0.14954994878600986,0.11252794754795929,-0.00045005121399013803
59359.0,0.14954369712169602,0,0.0,0.0,0.14954369712169602,0.11252408496808414,-0.00045630287830397687
59360.0,0.1495374458500982,0,0.0,0.0,0.1495374458500982,0.11252022262270807,-0.00046255414990178934
59361.0,0.14953119497121642,0,0.0,0.0,0.14953119497121642,0.11251636051183107,-0.00046880502878357544
59362.0,0.14952494448505071,0,0.0,0.0,0.14952494448505071,0.11251249863545318,-0.00047505551494927967
59363.0,0.14951869439160104,0,0.0,0.0,0.14951869439160104,0.11250863699357437,-0.00048130560839895753
59364.0,0.14951244469086739,0,0.0,0.0,0.14951244469086739,0.11250477558619465,-0.00048755530913260903
59365.0,0.14950619538284982,0,0.0,0.0,0.14950619538284982,0.11250091441331402,-0.0004938046171501786
59366.0,0.14949994646754827,0,0.0,0.0,0.14949994646754827,0.11249705347493247,-0.0005000535324517219
59367.0,0.14949369794496278,0,0.0,0.0,0.14949369794496278,0.11249319277105001,-0.000506302055037211
59368.0,0.14948744981198567,0,0.0,0.0,0.14948744981198567,0.11248933229993677,-0.0005125501880143268
59369.0,0.1494812020521876,0,0.0,0.0,0.1494812020521876,0.1124854720524473,-0.0005187979478123994
59370.0,0.14947495468436647,0,0.0,0.0,0.14947495468436647,0.11248161203904551,-0.0005250453156335211
59371.0,0.14946870770852236,0,0.0,0.0,0.14946870770852236,0.11247775225973143,-0.0005312922914776363
59372.0,0.1494624611246552,0,0.0,0.0,0.1494624611246552,0.11247389271450503,-0.0005375388753448007
59373.0,0.14945621493276506,0,0.0,0.0,0.14945621493276506,0.11247003340336631,-0.0005437850672349309
59374.0,0.14944996913285188,0,0.0,0.0,0.14944996913285188,0.11246617432631528,-0.0005500308671481102
59375.0,0.14944372372491568,0,0.0,0.0,0.14944372372491568,0.11246231548335195,-0.0005562762750843109
59376.0,0.1494374787089565,0,0.0,0.0,0.1494374787089565,0.11245845687447631,-0.0005625212910435051
59377.0,0.14943123408497427,0,0.0,0.0,0.14943123408497427,0.11245459849968835,-0.0005687659150257207
59378.0,0.14942498985296904,0,0.0,0.0,0.14942498985296904,0.11245074035898808,-0.0005750101470309577
59379.0,0.1494187460129408,0,0.0,0.0,0.1494187460129408,0.1124468824523755,-0.0005812539870591882
59380.0,0.14941250256488955,0,0.0,0.0,0.14941250256488955,0.11244302477985062,-0.0005874974351104401
59381.0,0.14940625950881525,0,0.0,0.0,0.14940625950881525,0.1124391673414134,-0.000593740491184741
59382.0,0.149400016844718,0,0.0,0.0,0.149400016844718,0.1124353101370639,-0.0005999831552820079
59383.0,0.14939377457259767,0,0.0,0.0,0.14939377457259767,0.11243145316680207,-0.0006062254274023238
59384.0,0.14938753269245436,0,0.0,0.0,0.14938753269245436,0.11242759643062794,-0.0006124673075456333
59385.0,0.149381291204288,0,0.0,0.0,0.149381291204288,0.11242373992854149,-0.0006187087957119919
59386.0,0.14937505010809868,0,0.0,0.0,0.14937505010809868,0.11241988366054273,-0.0006249498919013163
59387.0,0.1493688094038863,0,0.0,0.0,0.1493688094038863,0.11241602762663166,-0.0006311905961136899
59388.0,0.1493625690916509,0,0.0,0.0,0.1493625690916509,0.11241217182680828,-0.0006374309083490848
59389.0,0.14935632917139252,0,0.0,0.0,0.14935632917139252,0.1124083162610726,-0.0006436708286074733
59390.0,0.1493500896431111,0,0.0,0.0,0.1493500896431111,0.11240446092942459,-0.0006499103568888831
59391.0,0.14934385050680668,0,0.0,0.0,0.14934385050680668,0.11240060583186429,-0.0006561494931933143
59392.0,0.14933761176247926,0,0.0,0.0,0.14933761176247926,0.11239675096839166,-0.000662388237520739
59393.0,0.1493313734101288,0,0.0,0.0,0.1493313734101288,0.11239289633900672,-0.0006686265898711852
59394.0,0.14932513544975531,0,0.0,0.0,0.14932513544975531,0.11238904194370948,-0.0006748645502446804
59395.0,0.14931889788135885,0,0.0,0.0,0.14931889788135885,0.11238518778249991,-0.0006811021186411415
59396.0,0.14931266070493934,0,0.0,0.0,0.14931266070493934,0.11238133385537805,-0.0006873392950606516
59397.0,0.14930642392049684,0,0.0,0.0,0.14930642392049684,0.11237748016234386,-0.0006935760795031554
59398.0,0.1493001875280313,0,0.0,0.0,0.1493001875280313,0.11237362670339737,-0.0006998124719687082
59399.0,0.14929395152754277,0,0.0,0.0,0.14929395152754277,0.11236977347853858,-0.0007060484724572269
59400.0,0.1492877159190312,0,0.0,0.0,0.1492877159190312,0.11236592048776746,-0.0007122840809687947
59401.0,0.1492814807024966,0,0.0,0.0,0.1492814807024966,0.11236206773108404,-0.0007185192975033838
59402.0,0.14927524587793903,0,0.0,0.0,0.14927524587793903,0.1123582152084883,-0.0007247541220609666
59403.0,0.14926901144535842,0,0.0,0.0,0.14926901144535842,0.11235436291998026,-0.0007309885546415706
59404.0,0.1492627774047548,0,0.0,0.0,0.1492627774047548,0.11235051086555989,-0.0007372225952451961
59405.0,0.14925654375612818,0,0.0,0.0,0.14925654375612818,0.11234665904522723,-0.0007434562438718151
59406.0,0.14925031049947854,0,0.0,0.0,0.14925031049947854,0.11234280745898224,-0.0007496895005214554
